testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,collectiondepth,unitcollectiondepth,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,positionwatercolumn,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,metadataurl,datedownloaded,sourcerdc,location
sediment,96B696A3-A3B3-48BA-BE92-D1F03DF5BFDA,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1993 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,9/22/1993,0:00:00,OpenWater1,5,cm,Integrated,1,1,1993_09_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.116,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,0811A49B-2E1E-4237-ACED-B792AE9F21B7,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1993 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,3/11/1993,0:00:00,OpenWater1,5,cm,Integrated,1,1,1993_03_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.12722,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,B4F206BB-734C-458E-8CA8-B9BD7386C0D7,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1993 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC11),BC11,Bays and Harbors,37.82232768,-122.3492815,wgs84,3/11/1993,0:00:00,OpenWater1,5,cm,Integrated,1,1,1993_03_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.21685,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,0ADFC145-09F1-43AE-A17B-8693852FBC72,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1993 RMP Status and Trends,RMP,AMS-CA,Richardson Bay (BC32),BC32,Bays and Harbors,37.862,-122.479,wgs84,9/22/1993,0:00:00,OpenWater1,5,cm,Integrated,1,1,1993_09_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.242,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,C613E681-B6EE-4F13-9CB9-91CF608C18E8,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1993 RMP Status and Trends,RMP,AMS-CA,Point Isabel (BC41),BC41,Bays and Harbors,37.887,-122.343,wgs84,3/11/1993,0:00:00,OpenWater1,5,cm,Integrated,1,1,1993_03_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.30239,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,B49E493B-E1BE-4F3D-AF6E-7E5CAA80498A,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1993 RMP Status and Trends,RMP,AMS-CA,Point Isabel (BC41),BC41,Bays and Harbors,37.887,-122.343,wgs84,9/21/1993,0:00:00,OpenWater1,5,cm,Integrated,1,1,1993_09_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.33,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,5B90401D-CABC-447B-8EA6-7820586459B6,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1993 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC11),BC11,Bays and Harbors,37.82232768,-122.3492815,wgs84,9/22/1993,0:00:00,OpenWater1,5,cm,Integrated,1,1,1993_09_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.346,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,C580DF5F-1E22-4608-9C91-B187F42B805C,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1993 RMP Status and Trends,RMP,AMS-CA,Richardson Bay (BC32),BC32,Bays and Harbors,37.862,-122.479,wgs84,3/11/1993,0:00:00,OpenWater1,5,cm,Integrated,1,1,1993_03_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.40888,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,A919F181-787F-47BD-8939-E67086B47267,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC60),BC60,Bays and Harbors,37.918,-122.436,wgs84,8/26/1994,15:20:00,OpenWater1,5,cm,Integrated,1,1,1994_08_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.0145,0.00036,0.00036,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,B329ADF5-85FC-4451-AD8B-67D78A7E07BE,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC60),BC60,Bays and Harbors,37.918,-122.436,wgs84,2/11/1994,14:20:00,OpenWater1,5,cm,Integrated,1,1,1994_02_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.044,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,BF2C7E86-B980-465A-B239-0232119FE729,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,8/29/1994,9:00:00,OpenWater1,5,cm,Integrated,1,1,1994_08_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.1935,0.00036,0.00036,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,7DD98A3B-F552-4703-8BB4-5E3AA04E8624,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,2/14/1994,9:50:00,OpenWater1,5,cm,Integrated,1,1,1994_02_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.197,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,1E467CD1-CB3C-4C6B-8865-1204DCDF5E6A,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC11),BC11,Bays and Harbors,37.82232768,-122.3492815,wgs84,2/14/1994,14:20:00,OpenWater1,5,cm,Integrated,1,1,1994_02_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.216,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,18B7BE51-C671-4EC9-B794-A7F7DF62AD04,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,2/14/1994,9:50:00,OpenWater1,5,cm,Integrated,1,3,1994_02_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.235,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,4B8D8CE8-6817-4D11-9D00-1FF99D23CEB5,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,2/14/1994,9:50:00,OpenWater1,5,cm,Integrated,1,2,1994_02_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.239,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,23EEFFBB-E85D-448E-B82B-273858A00AA7,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC11),BC11,Bays and Harbors,37.82232768,-122.3492815,wgs84,8/29/1994,15:30:00,OpenWater1,5,cm,Integrated,1,1,1994_08_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.26294,0.00036,0.00036,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,37DB68D0-B25B-4336-81A5-735136B2CA2F,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Point Isabel (BC41),BC41,Bays and Harbors,37.887,-122.343,wgs84,8/29/1994,7:50:00,OpenWater1,5,cm,Integrated,1,1,1994_08_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.26739,0.00036,0.00036,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,79C52FE7-0AEC-47A5-BA25-82F990538D6D,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Richardson Bay (BC32),BC32,Bays and Harbors,37.862,-122.479,wgs84,2/14/1994,9:00:00,OpenWater1,5,cm,Integrated,1,1,1994_02_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.289,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,2F46EB4D-A827-45D4-9DA3-128669D62746,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Alameda (BB70),BB70,Bays and Harbors,37.742,-122.322,wgs84,8/30/1994,8:30:00,OpenWater1,5,cm,Integrated,1,2,1994_08_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.29478,0.00036,0.00036,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,82333571-4150-46A7-BCF5-2BF0326D02A7,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Alameda (BB70),BB70,Bays and Harbors,37.742,-122.322,wgs84,2/15/1994,8:25:00,OpenWater1,5,cm,Integrated,1,2,1994_02_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.298,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,7866E222-6A99-4E46-A8DE-560B9F9D273F,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Point Isabel (BC41),BC41,Bays and Harbors,37.887,-122.343,wgs84,2/14/1994,7:31:00,OpenWater1,5,cm,Integrated,1,1,1994_02_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.305,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,98E3D045-7D67-47CD-A40F-DDD1BBFBB7E1,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Alameda (BB70),BB70,Bays and Harbors,37.742,-122.322,wgs84,2/15/1994,8:25:00,OpenWater1,5,cm,Integrated,1,1,1994_02_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.305,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,0C665963-03E9-4631-BA9A-44191067A921,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Alameda (BB70),BB70,Bays and Harbors,37.742,-122.322,wgs84,8/30/1994,8:30:00,OpenWater1,5,cm,Integrated,1,3,1994_08_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.31373,0.00036,0.00036,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,956EAC5C-B910-42F0-84A7-CA1471D07688,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Alameda (BB70),BB70,Bays and Harbors,37.742,-122.322,wgs84,2/15/1994,8:25:00,OpenWater1,5,cm,Integrated,1,3,1994_02_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.314,3.00E-06,3.00E-06,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,2A0E478C-FBD4-4A1A-AF93-44C1A0A7312B,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Richardson Bay (BC32),BC32,Bays and Harbors,37.862,-122.479,wgs84,8/29/1994,11:45:00,OpenWater1,5,cm,Integrated,1,1,1994_08_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.37278,0.00036,0.00036,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,5F152A00-6A79-423A-9A32-C8E3F9E266FD,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1994 RMP Status and Trends,RMP,AMS-CA,Alameda (BB70),BB70,Bays and Harbors,37.742,-122.322,wgs84,8/30/1994,8:30:00,OpenWater1,5,cm,Integrated,1,1,1994_08_BRL_SED,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.38776,0.00036,0.00036,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,78D42595-21CC-4DB0-ABC8-5DD504DA71DE,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC60),BC60,Bays and Harbors,37.918,-122.436,wgs84,8/25/1995,14:00:00,OpenWater1,5,cm,Integrated,1,1,95-175,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.020918,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,10/2/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,E819EC27-14C2-495F-B18E-17CF309B8917,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC60),BC60,Bays and Harbors,37.918,-122.436,wgs84,2/17/1995,14:45:00,OpenWater1,5,cm,Integrated,1,1,95BR039,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.026968,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,3/13/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,C4B681B7-E512-4D98-B9AF-1E932BE75EA7,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,8/28/1995,10:23:00,OpenWater1,5,cm,Integrated,1,1,95-175,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.116,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,10/2/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,1985858A-9BF1-4126-B136-2ADA90247555,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,2/20/1995,8:30:00,OpenWater1,5,cm,Integrated,1,1,95BR039,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.19597,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,3/13/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,9CC9DBF0-9D8F-404C-B7BD-D0AD4ECB62FA,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC11),BC11,Bays and Harbors,37.82232768,-122.3492815,wgs84,8/28/1995,13:40:00,OpenWater1,5,cm,Integrated,1,1,95-175,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.24026,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,10/2/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,E9AEB491-CF7F-4552-B176-E60EEB470138,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC11),BC11,Bays and Harbors,37.82232768,-122.3492815,wgs84,2/20/1995,14:45:00,OpenWater1,5,cm,Integrated,1,1,95BR039,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.2406,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,3/13/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,E3DAA79F-D49F-44B3-8173-D86ABAD41A6B,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Richardson Bay (BC32),BC32,Bays and Harbors,37.862,-122.479,wgs84,2/20/1995,10:55:00,OpenWater1,5,cm,Integrated,1,1,95BR039,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.26335,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,3/13/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,5B647215-148D-4A7E-B5F4-8308244DA75A,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Richardson Bay (BC32),BC32,Bays and Harbors,37.862,-122.479,wgs84,8/28/1995,9:10:00,OpenWater1,5,cm,Integrated,1,1,95-175,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.29713,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,10/2/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,580CDA10-4717-4356-B934-3EE7A19388ED,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Alameda (BB70),BB70,Bays and Harbors,37.742,-122.322,wgs84,8/28/1995,11:53:00,OpenWater1,5,cm,Integrated,1,1,95-175,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.32048,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,10/2/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,F0345ACD-D40B-4942-8A77-F34DD19DF7B2,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Point Isabel (BC41),BC41,Bays and Harbors,37.887,-122.343,wgs84,8/28/1995,7:42:00,OpenWater1,5,cm,Integrated,1,1,95-175,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.32373,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,10/2/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,95465FF0-46B0-421C-9909-FA05401BC77E,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Point Isabel (BC41),BC41,Bays and Harbors,37.887,-122.343,wgs84,2/20/1995,7:35:00,OpenWater1,5,cm,Integrated,1,1,95BR039,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.32823,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,3/13/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,FC33AED7-0047-41C8-8A54-BD13596DE92E,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Alameda (BB70),BB70,Bays and Harbors,37.742,-122.322,wgs84,2/21/1995,8:30:00,OpenWater1,5,cm,Integrated,1,1,95BR039,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.33044,0.00014,0.00014,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,3/13/1995,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
sediment,A78F043B-6B4B-4EEF-A684-D82BCAADE268,Metals,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC60),BC60,Bays and Harbors,37.918,-122.436,wgs84,2/20/1996,8:27:00,OpenWater1,5,cm,Integrated,1,1,96-035,,sediment,Not Recorded,Mercury,Total,mg/kg dw,0.0189,0.00016,0.00016,=,None,VLC,Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,4/2/1996,1,,BR,Not Recorded,A,RMP ,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
