testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,collectiondepth,unitcollectiondepth,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,positionwatercolumn,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,metadataurl,datedownloaded,sourcerdc,datausenotes
sediment,0E73334F-7608-4AA9-B752-99422CFFFBA4,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB001S),LSB001S,Bays and Harbors,37.49183613,-122.0985143,nad83,2003/08/26,09:56:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG164530_S_PCB,L129379-46-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,16.9851,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,2003/08/26,EPA 3545_3640A_3611B,2010/08/05,2010/08/31,1,,EBMUD,EBMUD,A,"PCBs, some blank contam, matrix interferences",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,3B71C7E6-92D7-49CF-BFF0-87BB01276DE2,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB009S),LSB009S,Bays and Harbors,37.49181008,-122.1067445,nad83,2003/08/26,10:35:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG164530_S_PCB,L129379-47-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,17.4407,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,2003/08/26,EPA 3545_3640A_3611B,2010/08/05,2010/09/01,1,,EBMUD,EBMUD,A,"PCBs, some blank contam, matrix interferences",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,B774B0FA-3F67-4D05-A508-4437E017B9C3,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,Central Bay (CB013S),CB013S,Bays and Harbors,37.82143276,-122.3606017,nad83,2003/08/21,15:45:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG163803_S_PCB,L129379-29-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,17.9978,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,2003/08/21,EPA 3545_3640A_3611B,2010/07/29,2010/08/10,1,,EBMUD,EBMUD,A,"PCBs, some blank contam, matrix interferences",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,3CF4C9FE-65B0-45B7-BE51-948C6D45F139,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB010S),LSB010S,Bays and Harbors,37.47138765,-122.090134,nad83,2003/08/25,12:07:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG164530_S_PCB,L129379-40-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,18.264,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,2003/08/25,EPA 3545_3640A_3611B,2010/08/05,2010/09/12,1,,EBMUD,EBMUD,A,"PCBs, some blank contam, matrix interferences",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,9A82156B-57E2-4822-B357-F33BD17C8B99,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB002S),LSB002S,Bays and Harbors,37.47912655,-122.0779838,nad83,2003/08/25,09:00:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG164530_S_PCB,L129379-37-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,19.0053,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,2003/08/25,EPA 3545_3640A_3611B,2010/08/05,2010/09/12,1,,EBMUD,EBMUD,A,"PCBs, some blank contam, matrix interferences",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,E6EC3B9F-C6E6-4F1D-8F14-A78A36DADDC0,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,Central Bay (CB002S),CB002S,Bays and Harbors,37.62508623,-122.3472116,nad83,2003/08/22,09:05:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG163803_S_PCB,L129379-30-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,20.7281,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,2003/08/22,EPA 3545_3640A_3611B,2010/07/29,2010/08/11,1,,EBMUD,EBMUD,A,"PCBs, some blank contam, matrix interferences",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,1695A5B5-A3FD-45E6-B89A-2C1D3B1D7448,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,South Bay (SB012S),SB012S,Bays and Harbors,37.58878319,-122.2461482,nad83,2003/08/22,11:51:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG164530_S_PCB,L129379-34-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,29.242,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,2003/08/22,EPA 3545_3640A_3611B,2010/08/05,2010/09/12,1,,EBMUD,EBMUD,A,"PCBs, some blank contam, matrix interferences",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,3A22AC13-1058-4E1E-ADFD-1684F817E0EE,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,South Bay (SB011S),SB011S,Bays and Harbors,37.61016066,-122.3395914,nad83,2003/08/22,09:36:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG163803_S_PCB,L129379-31-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,30.49305,,,=,"NBC,NMDL,NRL,SC","VLC,VMD",Com,Sed_Grab,Not Recorded,Bottom,FieldFrozen,2003/08/22,EPA 3545_3640A_3611B,2010/07/29,2010/08/10,1,,EBMUD,EBMUD,A,"PCBs, some blank contam, matrix interferences",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,3646100D-E4F0-4C69-AEEA-159BBE4AD312,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2005 RMP Status and Trends,RMP,AMS-CA,Grizzly Bay (BF21),BF21,Bays and Harbors,38.11551792,-122.0404754,wgs84,2005/08/30,13:02:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG186818,L184807-3,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,4.0256,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Not Recorded,Not Applicable,FieldFrozen,2005/08/30,EPA 3545_3640A_3611B,2013/10/08,2013/10/10,1,,EBMUD,EBMUD,A,"some blank, precision, and recovery deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,1A661F2B-EABD-4B2B-BDCF-6E242168F6F3,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2005 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC11),BC11,Bays and Harbors,37.82232768,-122.3492815,wgs84,2005/08/25,12:38:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG186818,L184807-2,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,17.6202,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Not Recorded,Not Applicable,FieldFrozen,2005/08/25,EPA 3545_3640A_3611B,2013/10/08,2013/10/11,1,,EBMUD,EBMUD,A,"some blank, precision, and recovery deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,91D3A82B-95DF-4740-AEEA-66A24B4C5EC8,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2005 RMP Status and Trends,RMP,AMS-CA,Coyote Creek (BA10),BA10,Bays and Harbors,37.46823888,-122.0639734,wgs84,2005/08/24,13:00:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG186818,L184807-1,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,18.3269,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Not Recorded,Not Applicable,FieldFrozen,2005/08/24,EPA 3545_3640A_3611B,2013/10/08,2013/10/11,1,,EBMUD,EBMUD,A,"some blank, precision, and recovery deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,80E569E7-118E-4BD3-B4F1-67D181F5F313,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2006 RMP Status and Trends,RMP,AMS-CA,Grizzly Bay (BF21),BF21,Bays and Harbors,38.11551792,-122.0404754,wgs84,2006/08/02,15:18:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG186818,L184807-6,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,4.6414,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Not Recorded,Not Applicable,FieldFrozen,2006/08/02,EPA 3545_3640A_3611B,2013/10/21,2013/11/05,1,,EBMUD,EBMUD,A,"some blank, precision, and recovery deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,2306F98B-A836-4751-ACB4-8E142438BDDF,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2006 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC11),BC11,Bays and Harbors,37.82232768,-122.3492815,wgs84,2006/08/07,07:42:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG186818,L184807-5,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,16.1831,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Not Recorded,Not Applicable,FieldFrozen,2006/08/07,EPA 3545_3640A_3611B,2013/10/08,2013/10/11,1,,EBMUD,EBMUD,A,"some blank, precision, and recovery deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,E593CE04-F29F-49C5-9804-5DEBB00797BD,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2006 RMP Status and Trends,RMP,AMS-CA,Coyote Creek (BA10),BA10,Bays and Harbors,37.46823888,-122.0639734,wgs84,2006/08/08,14:04:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG186818,L184807-4,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,18.6171,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Not Recorded,Not Applicable,FieldFrozen,2006/08/08,EPA 3545_3640A_3611B,2013/10/08,2013/10/11,1,,EBMUD,EBMUD,A,"some blank, precision, and recovery deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,10DC9776-87A1-47E4-89F9-F2C5F289D15F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.02054094,-121.806267,wgs84,2007/08/29,10:43:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG142941_S_PCB,L137968-20,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,0.136733,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/29,EPA 3545_3640A_3611B,2007/11/02,2008/01/01,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,91AE9732-FBD6-41B5-9CC6-F751F56512F2,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU001S),SU001S,Bays and Harbors,38.09944846,-122.0465753,nad83,2007/08/28,08:35:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG143179_S_PCB,L137968-40,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,0.50648,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/28,EPA 3545_3640A_3611B,2007/10/12,2008/01/12,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,75A22821-1F13-4F93-9C11-EF9AB997A56F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,Central Bay (CB035S),CB035S,Bays and Harbors,37.91922804,-122.4406338,nad83,2007/08/24,10:45:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG142703_S_PCB,L137968-8,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,0.58843,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/24,EPA 3545_3640A_3611B,2007/09/23,2007/12/19,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,C58ADEFD-8717-476B-978E-A289A2212A25,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU033S),SU033S,Bays and Harbors,38.1018364,-122.0487254,nad83,2007/08/28,08:10:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG143179_S_PCB,L137968-44,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,1.1898,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/28,EPA 3545_3640A_3611B,2007/10/12,2008/01/12,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,EA70501B-3F52-4711-91E3-7628D1ADA8F3,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU002S),SU002S,Bays and Harbors,38.0588995,-121.9795928,nad83,2007/08/28,11:00:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG143179_S_PCB,L137968-41,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,1.43881,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/28,EPA 3545_3640A_3611B,2007/10/12,2008/01/12,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,65367B0E-C2E4-4750-ACC6-F5434BED403E,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU003S),SU003S,Bays and Harbors,38.06551781,-122.0970362,nad83,2007/08/28,09:30:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG143179_S_PCB,L137968-42,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,1.57033,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/28,EPA 3545_3640A_3611B,2007/10/12,2008/01/12,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,54C0294F-D926-48D2-AC0E-68D3075B7D3B,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.05969966,-121.8112677,wgs84,2007/08/29,09:20:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG142941_S_PCB,L137968-19,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,1.92493,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/29,EPA 3545_3640A_3611B,2007/11/02,2008/01/01,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,C0998353-2CBC-4D92-9349-82E3BB26076D,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB002S),SPB002S,Bays and Harbors,38.01640698,-122.3412822,nad83,2007/08/24,12:50:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG142942_S_PCB,L137968-23,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,3.3807,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/24,EPA 3545_3640A_3611B,2007/11/20,2008/01/01,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,691C3D9E-8AB2-46BB-AF0C-F300AFB82221,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,Grizzly Bay (BF21),BF21,Bays and Harbors,38.11551792,-122.0404754,wgs84,2007/08/28,06:27:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG186818,L184807-9,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,3.96394,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Not Recorded,Not Applicable,FieldFrozen,2007/08/28,EPA 3545_3640A_3611B,2013/10/08,2013/10/10,1,,EBMUD,EBMUD,A,"some blank, precision, and recovery deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,D11BAF8E-4F13-4E7F-9F86-B255B22CE6FF,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU034S),SU034S,Bays and Harbors,38.07667895,-121.9606925,nad83,2007/08/28,12:16:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG143179_S_PCB,L137968-45,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,3.980265,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/28,EPA 3545_3640A_3611B,2007/10/12,2008/01/11,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,C451CA0D-002B-4AC5-8A3B-5452D9D07D25,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU078S),SU078S,Bays and Harbors,38.04853285,-121.9684023,nad83,2007/08/29,08:20:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG142943_S_PCB,L137968-46,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,4.44,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/29,EPA 3545_3640A_3611B,2007/10/15,2007/12/20,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,133748CB-7410-4BB1-9D66-321D3574FA16,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,Central Bay (CB004S),CB004S,Bays and Harbors,37.75490555,-122.3297711,nad83,2007/08/23,09:36:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG142474_S_PCB,L137968-5,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,4.634,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/23,EPA 3545_3640A_3611B,2007/11/03,2007/12/18,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,46796BB9-66B4-4194-97D7-20440E7EE8BA,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,South Bay (SB001S),SB001S,Bays and Harbors,37.61236562,-122.264349,nad83,2007/08/22,11:48:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG143176_S_PCB,L137968-31,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,5.4397,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/22,EPA 3545_3640A_3611B,2007/12/25,2008/01/11,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,23E818EA-EE1A-4DAF-9125-C4B70A4EFE73,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,Grizzly Bay (BF21),BF21,Bays and Harbors,38.11551792,-122.0404754,wgs84,2007/08/28,07:30:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG143179_S_PCB,L137968-39,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,5.4808,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/28,EPA 3545_3640A_3611B,2007/10/12,2008/01/12,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,4E6BE543-3DF6-4185-A41E-CC57341B5B9A,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB034S),SPB034S,Bays and Harbors,38.05768789,-122.3244725,nad83,2007/08/27,10:20:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG142942_S_PCB,L137968-27,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,5.748,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/27,EPA 3545_3640A_3611B,2007/11/20,2008/01/01,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,57B3043B-C436-4D43-B6B6-B1E89DE1274F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,South Bay (SB004S),SB004S,Bays and Harbors,37.60066488,-122.2185076,nad83,2007/08/22,11:05:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG143176_S_PCB,L137968-34,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,5.9715,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/22,EPA 3545_3640A_3611B,2007/12/25,2008/01/11,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,88A503DF-CF1E-454C-95FF-51826F9F10A1,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB004S),SPB004S,Bays and Harbors,37.97706618,-122.4245839,nad83,2007/08/24,11:28:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG142942_S_PCB,L137968-25,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,6.03,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/24,EPA 3545_3640A_3611B,2007/11/20,2008/01/02,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,CE010F81-AA1B-4B13-AE45-007A7F2DD631,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB001S),SPB001S,Bays and Harbors,38.07196053,-122.3865946,nad83,2007/08/27,11:40:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG142942_S_PCB,L137968-22,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,6.2176,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/27,EPA 3545_3640A_3611B,2007/11/20,2008/01/01,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,0026CA74-7C74-403A-A0F6-373276B58589,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB033S),SPB033S,Bays and Harbors,38.07640941,-122.395895,nad83,2007/08/27,12:10:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG142942_S_PCB,L137968-26,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,6.3715,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/27,EPA 3545_3640A_3611B,2007/11/20,2008/01/02,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,B9C3834E-EAEF-414C-9EF3-4CB5095C5D03,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2007 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB075S),SPB075S,Bays and Harbors,38.09822682,-122.443177,nad83,2007/08/27,12:45:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG142943_S_PCB,L137968-47,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,6.4642,,,=,"NBC,SC",VLC,Com,Sed_Grab,Not Recorded,Not Recorded,FieldFrozen,2007/08/27,EPA 3545_3640A_3611B,2007/10/15,2007/12/20,1,,EBMUD,Not Recorded,"A,MD",RMP ,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
